简码：aq	安全
简码：gtl	改天聊
简码：gtn	管他呢
简码：gts	古铜色
简码：gtz	狗腿子
简码：gwb	公文包
简码：gwi	购物车
简码：gwu	个位数
简码：gxy	高血压
简码：gyd	过一段
简码：gyg	高压锅
简码：gyj	冠亚军
简码：gyp	工艺品
简码：gyq	公元前
简码：gyv	过一阵
简码：gyy	归因于
简码：gnw	国内外
简码：gmu	革命尚未成功
简码：gnb	敢怒不敢言
简码：gne	敢怒而不敢言
简码：gnu	国内生产总值
简码：gwg	过五关斩六将
简码：hbb	汉堡包
简码：hbc	还不错
简码：hbd	恨不得
简码：hbf	好办法
简码：hbg	还不够
简码：hbh	会不会
简码：hbj	环保局
简码：hbk	还不快
简码：hbl	花不了
简码：hbn	还不能
简码：hbq	回不去
简码：hbt	好半天
简码：hbu	还不是
简码：hbv	还不止
简码：hbw	花不完
简码：hbx	还不行
简码：hby	后半夜
简码：hdc	好多次
简码：heb	哈尔滨
简码：hfl	恢复了
简码：hgd	花骨朵
简码：hgh	回个话
简码：hgl	花光了
简码：hgq	昏过去
简码：hgt	回过头
简码：hgv	合格证
简码：hhh	哈哈哈
简码：hhj	黑胡椒
简码：hhr	合伙人
简码：hhu	好好说
简码：hhy	后悔药
简码：hhz	好孩子
简码：hid	好吃的
简码：hif	好处费
简码：hih	护城河
简码：hii	昏沉沉
简码：hij	回车键
简码：hiu	候车室
简码：hiv	火车站
简码：hjt	好几天
简码：hkb	户口本
简码：hkj	黑科技
简码：hlg	火龙果
简码：hlm	红楼梦
简码：hlp	黄脸婆
简码：hmb	坏毛病
简码：hmc	花名册
简码：hmd	黑名单
简码：hmf	很麻烦
简码：hmg	哈密瓜
简码：hmm	灰蒙蒙
简码：hmq	回马枪
简码：hms	红霉素
简码：hmx	很明显
简码：hmy	鸿门宴
简码：hnd	海南岛
简码：hnj	回娘家
简码：hnl	活腻了
简码：hnt	混凝土
简码：hnw	海内外
简码：hnz	哈尼族
简码：hpg	和平鸽
简码：hpj	黄浦江
简码：hpl	很漂亮
简码：hpm	海平面
简码：hpp	红扑扑
简码：hpy	好朋友
简码：hqd	何其多
简码：hqg	很奇怪
简码：hqi	很清楚
简码：hql	回去了
简码：hqq	黑漆漆
简码：hqu	换气扇
简码：hqx	好奇心
简码：htc	回头草
简码：hte	黑天鹅
简码：htg	猴头菇
简码：hth	皇太后
简码：hti	糊涂虫
简码：htj	回头见
简码：htk	回头客
简码：htl	回头率
简码：htr	核桃仁
简码：htt	红彤彤
简码：htu	火头上
简码：htw	横条纹
简码：htz	皇太子
简码：hwj	好望角
简码：hwn	哈瓦那
简码：hwy	画外音
简码：hxb	还行吧
简码：hxi	候选窗
简码：hyb	很一般
简码：hyf	会议费
简码：hyh	缓一缓
简码：hyl	回忆录
简码：hyq	黑眼圈
简码：hyv	后遗症
简码：hzh	洪泽湖
简码：hjn	好几年
简码：hhf	何海峰
简码：hkp	海阔凭鱼跃
简码：hml	横眉冷对千夫指
简码：hmp	好马配好鞍
简码：hnc	海内存知己
简码：ibd	差不多
简码：ibg	吃不惯
简码：ibb	吃不饱
简码：ibi	吃不吃
简码：ibk	吃不开
简码：ibl	吃饱了
简码：ibq	出不去
简码：ibu	出版社
简码：ibv	撑不住
简码：ibx	吃不下
简码：icy	吃错药
简码：idd	沉甸甸
简码：idq	充电器
简码：ifl	吃饭了
简码：igs	车管所
简码：ihh	茶话会
简码：iiq	传出去
简码：ijg	成就感
简码：ijt	长镜头
简码：ikb	触控板
简码：ikq	喘口气
简码：ikt	创可贴
简码：ilf	差旅费
简码：ili	查了查
简码：ill	赤裸裸
简码：ilp	处理品
简码：ilq	处理器
简码：ilv	车轮战
简码：imd	崇明岛
简码：imm	重命名
简码：imp	触摸屏
简码：imu	触摸式
简码：imv	充满着
简码：imy	沉迷于
简码：inb	吹牛逼
简码：inj	刹那间
简码：inl	吃腻了
简码：inm	处女膜
简码：inp	吹牛皮
简码：inr	成年人
简码：iql	出去了
简码：iqt	出气筒
简码：iqu	重庆市
简码：itg	床头柜
简码：itn	出头鸟
简码：itt	赤条条
简码：itx	长筒靴
简码：ity	差太远
简码：ivb	成正比
简码：ivy	出主意
简码：iwf	吃完饭
简码：iwg	储物柜
简码：iwh	常委会
简码：iwl	吃完了
简码：iww	颤巍巍
简码：iwt	出问题
简码：iwx	储物箱
简码：ixb	插线板
简码：ixf	吃闲饭
简码：ixl	出现了
简码：ixq	吃下去
简码：ixs	储蓄所
简码：ixu	畅销书
简码：ixv	初学者
简码：ixx	持续性
简码：ixy	程序员
简码：ixz	趁现在
简码：iys	超音速
简码：iyz	常用字
简码：ibz	成败在此一举
简码：ikg	长宽高
简码：iqw	出去玩
简码：jav	紧挨着
简码：jbf	加班费
简码：jcc	急匆匆
简码：jcl	记错了
简码：jcy	仅次于
简码：jdd	娇滴滴
简码：jdh	机顶盒
简码：jdj	基督教
简码：jdl	几点了
简码：jdu	绝对是
简码：jdy	就等于
简码：jeg	今儿个
简码：jfl	解放了
简码：jfq	解放前
简码：jft	简繁体
简码：jfu	紧肤水
简码：jfv	几分钟
简码：jfx	见分晓
简码：jfp	警匪片
简码：jgg	九宫格
简码：jgi	加工厂
简码：jgj	金刚经
简码：jgm	见个面
简码：jgn	结果呢
简码：jgr	几个人
简码：jgs	见光死
简码：jgw	甲骨文
简码：jgy	几个月
简码：jgz	几个字
简码：jhb	就好比
简码：jhg	脚后跟
简码：jhi	交汇处
简码：jhj	交换机
简码：jhm	激活码
简码：jhu	几乎是
简码：jhx	就好像
简码：jhz	叫花子
简码：jjc	经济舱
简码：jjg	肩胛骨
简码：jjh	几句话
简码：jji	竞技场
简码：jjk	借记卡
简码：jjl	解决了
简码：jjm	解解闷
简码：jjn	近几年
简码：jjr	节假日
简码：jjt	近几天
简码：jju	旧金山
简码：jjw	降降温
简码：jjx	积极性
简码：jlb	俱乐部
简码：jnp	纪念品
简码：jru	假如说
简码：jrx	兼容性
简码：jry	金融业
简码：jsj	计算机
简码：jsl	急死了
简码：jsq	计算器
简码：jsu	江苏省
简码：jtg	晶体管
简码：jui	寄生虫
简码：jun	几十年
简码：jvd	就知道
简码：jvf	鸡爪疯
简码：jvg	价值观
简码：jvh	镜中花
简码：jvj	假正经
简码：jvk	急诊科
简码：jvm	就这么
简码：jvr	截止日
简码：jvt	脚趾头
简码：jvu	简直是
简码：jvv	居住证
简码：jvw	急转弯
简码：jvx	集装箱
简码：jwd	经纬度
简码：jwh	居委会
简码：jwj	鸡尾酒
简码：jwl	就为了
简码：jwn	几万年
简码：jwr	局外人
简码：jwu	家务事
简码：jwv	健忘症
简码：jwx	基围虾
简码：jwy	寄望于
简码：jxp	教学片
简码：jys	交易所
简码：jzb	酒糟鼻
简码：jzg	节奏感
简码：jzj	剧作家
简码：jzl	君子兰
简码：jzt	金字塔
简码：jzy	就在于
简码：jdp	鸡蛋碰石头
简码：jfs	疾风扫落叶
简码：jhf	久旱逢甘霖
简码：jhq	饥寒起盗心
简码：jhr	监护人
简码：jra	见人矮三分
简码：jvc	绝知此事要躬行
简码：jwb	巨无霸
简码：jzd	君子动口不动手
简码：kbd	看不懂
简码：kbg	看不惯
简码：kbj	看不见
简码：kbk	看不看
简码：kbq	看不清
简码：kbt	看不透
简码：kbu	看不上
简码：kbx	可比性
简码：kby	可不要
简码：kbz	哭鼻子
简码：kbp	恐怖片
简码：kfu	开发商
简码：kfx	开放性
简码：kfy	口服液
简码：kfz	孔夫子
简码：kgb	克格勃
简码：kgl	看过了
简码：kgv	恐高症
简码：kgx	客观性
简码：khd	客户端
简码：khz	葵花籽
简码：khp	科幻片
简码：kib	开场白
简码：kid	快车道
简码：kij	空城计
简码：kil	看出来
简码：kix	可持续
简码：kkx	可靠性
简码：kli	可怜虫
简码：kll	卡路里
简码：kml	喀麦隆
简码：kmu	开幕式
简码：knb	可能吧
简码：knd	跨年度
简码：knl	看腻了
简码：knm	可能吗
简码：knh	困难户
简码：knu	可能是
简码：knx	可能性
简码：kny	肯尼亚
简码：kpl	堪培拉
简码：kqi	看清楚
简码：kqk	看情况
简码：kql	看起来
简码：kqu	矿泉水
简码：krj	苦肉计
简码：krn	看热闹
简码：ksx	可塑性
简码：kte	卡塔尔
简码：kth	客套话
简码：kti	口头禅
简码：ktu	口头上
简码：kty	口头语
简码：kuh	口水话
简码：kui	瞌睡虫
简码：kuq	看上去
简码：kvm	扩展名
简码：kwb	勘误表
简码：kwc	开胃菜
简码：kwj	矿务局
简码：kwt	科威特
简码：kwv	矿物质
简码：kwx	开玩笑
简码：kxc	空心菜
简码：kxi	开小差
简码：kxj	科学家
简码：kxs	苦行僧
简码：kxu	亏心事
简码：kxx	可行性
简码：kyb	看一遍
简码：kyd	快一点
简码：kyi	开夜车
简码：kyk	看一看
简码：kym	可以吗
简码：kyv	客运站
简码：kyx	看一下
简码：kyy	看一眼
简码：kyz	看样子
简码：kmh	开门红
简码：kbl	快不了
简码：khe	口惠而实不至
简码：kmg	看门狗
简码：ktr	慷他人之慨
简码：kwe	可望而不可即
简码：lbh	老本行
简码：lbj	来不及
简码：lbn	老板娘
简码：lbp	两边跑
简码：lbq	了不起
简码：lbv	留不住
简码：lcw	另存为
简码：ldj	来得及
简码：ldk	离得开
简码：ldn	老大难
简码：ldx	流动性
简码：ldy	老掉牙
简码：lfl	浪费了
简码：lfm	两方面
简码：lft	龙凤胎
简码：lfv	两分钟
简码：lgb	两个半
简码：lgf	驴肝肺
简码：lgh	泸沽湖
简码：lgk	理工科
简码：lgr	两个人
简码：lgv	两个钟
简码：lgy	两个月
简码：lgz	两个字
简码：lhb	厉害吧
简码：lhl	厉害了
简码：lhn	老黄牛
简码：lht	老糊涂
简码：lhu	两回事
简码：lhv	兰花指
简码：lhx	灵活性
简码：lji	龙井茶
简码：ljq	立交桥
简码：ljt	垃圾桶
简码：lku	流口水
简码：llu	理论上
简码：lml	来没来
简码：lmu	两码事
简码：lmv	龙门阵
简码：lnn	老奶奶
简码：lph	脸皮厚
简码：lpj	零配件
简码：lpp	老婆婆
简码：lpy	老朋友
简码：lrl	利润率
简码：lsc	两三次
简码：lsg	两三个
简码：lsj	两三句
简码：lsn	两三年
简码：lsr	累死人
简码：lst	两三天
简码：lsy	类似于
简码：ltd	鹿特丹
简码：lte	老头儿
简码：ltj	落汤鸡
简码：ltl	两条路
简码：ltp	老太婆
简码：ltq	愣头青
简码：ltu	立体声
简码：ltx	老同学
简码：lty	老天爷
简码：lvv	连轴转
简码：lvy	雷阵雨
简码：lwe	遛弯儿
简码：lxj	连续剧
简码：lxq	拉下去
简码：lxt	旅行团
简码：lxu	两小时
简码：lxv	老想着
简码：lxx	连续性
简码：lxz	两下子
简码：lyc	来一次
简码：lyg	另一个
简码：lyh	莱茵河
简码：lym	另一面
简码：lyu	露一手
简码：lyv	另一种
简码：lzz	乱糟糟
简码：lhp	老虎屁股摸不得
简码：lxf	量小非君子
简码：mbr	明白人
简码：mbt	摸不透
简码：mbv	明摆着
简码：mdh	忙得很
简码：mdm	面对面
简码：mdx	目的性
简码：meg	明儿个
简码：meq	门儿清
简码：met	马耳他
简码：mfl	麻烦了
简码：mfv	每分钟
简码：mfw	马蜂窝
简码：mfx	没发现
简码：mfy	没反应
简码：mgf	没工夫
简码：mgp	冒个泡
简码：mgr	每个人
简码：mhe	眯会儿
简码：mhh	明晃晃
简码：mhp	马后炮
简码：mhq	灭火器
简码：mht	明后天
简码：mhy	模糊音
简码：mix	没出息
简码：mjl	孟加拉
简码：mkf	麦克风
简码：mkn	没可能
简码：mks	马克思
简码：mld	没料到
简码：mlh	茉莉花
简码：mli	美联储
简码：mlj	美利坚
简码：mll	毛利率
简码：mlm	摸了摸
简码：mls	马拉松
简码：mlv	面临着
简码：mlw	马拉维
简码：mly	没理由
简码：mlz	仫佬族
简码：mmb	没明白
简码：mmi	毛毛虫
简码：mnh	慕尼黑
简码：mnl	马尼拉
简码：mny	木乃伊
简码：mpt	孟婆汤
简码：mqd	马其顿
简码：mqg	没去过
简码：mql	没钱了
简码：mqx	明确性
简码：mqz	煤气灶
简码：mrb	明人不说暗话
简码：mre	美人儿
简码：mrj	美人计
简码：mrl	没人理
简码：mrr	毛茸茸
简码：mrx	没人性
简码：msb	慢三步
简码：msl	忙死了
简码：msw	没所谓
简码：mtd	没听懂
简码：mtg	没听过
简码：mth	满堂红
简码：mti	摩托车
简码：mtj	没听见
简码：mtl	摩天轮
简码：mtq	没听清
简码：mtr	木头人
简码：mtt	慢吞吞
简码：mtu	没听说
简码：mtx	满天星
简码：mty	猫头鹰
简码：mur	陌生人
简码：mve	没准儿
简码：mvh	民主化
简码：mvj	没主见
简码：mvl	命中率
简码：mvm	没这么
简码：mvp	免战牌
简码：mvv	没找着
简码：mvw	没指望
简码：mvx	毛主席
简码：mvy	没注意
简码：mxb	慢性病
简码：mxd	没想到
简码：mxg	没想过
简码：mxp	明信片
简码：mxq	没兴趣
简码：mxr	某些人
简码：mxu	每小时
简码：mxv	明细账
简码：mxy	莫须有
简码：mxz	慢性子
简码：mym	摸一摸
简码：myc	每一次
简码：myd	慢一点
简码：myf	每一份
简码：myg	每一个
简码：myi	梦一场
简码：myj	没意见
简码：myk	每一刻
简码：myl	没有了
简码：myn	每一年
简码：myp	慢一拍
简码：mys	没意思
简码：myt	每一天
简码：myu	名义上
简码：myv	每一种
简码：myw	每一位
简码：myx	每一项
简码：myy	慢悠悠
简码：myz	牡羊座
简码：mzd	毛泽东
简码：mzg	满足感
简码：mzl	满足了
简码：mzm	没怎么
简码：meb	墨尔本
简码：mgt	莫管他人瓦上霜
简码：mrq	盲人骑瞎马
简码：mry	美人鱼
简码：mwk	没胃口
简码：myb	每一步
简码：mzp	满嘴跑火车
简码：nbd	弄不懂
简码：nbg	拗不过
简码：nbi	难不成
简码：nbj	那不就
简码：nbq	弄不清
简码：nbn	能不能
简码：nbq	南半球
简码：nbu	那不是
简码：nbv	耐不住
简码：nbz	牛鼻子
简码：ncl	弄错了
简码：ndb	脑电波
简码：ndg	脑袋瓜
简码：ndl	拿到了
简码：nfm	哪方面
简码：nga	尼姑庵
简码：ngc	哪根葱
简码：ngz	那个字
简码：nhl	拿回来
简码：nhe	那会儿
简码：nhh	黏糊糊
简码：nhq	奈何桥
简码：nil	拿出来
简码：nip	农产品
简码：njh	那句话
简码：njj	牛角尖
简码：njl	凝聚力
简码：njv	南极洲
简码：nkt	脑壳痛
简码：nld	哪来的
简码：nll	年利率
简码：nmd	那么多
简码：nmg	内蒙古
简码：nmv	南美洲
简码：nmy	脑膜炎
简码：nmz	脑门子
简码：nnl	努努力
简码：npl	拿破仑
简码：npq	牛脾气
简码：npu	哪怕是
简码：npx	牛皮癣
简码：nqh	年轻化
简码：nql	哪去了
简码：nre	尼日尔
简码：nrm	牛肉面
简码：nrr	暖融融
简码：ntl	那条路
简码：nur	纳税人
简码：nus	鸟兽散
简码：nuv	逆时针
简码：nvd	哪知道
简码：nvw	闹着玩
简码：nvy	乃至于
简码：nxb	脑细胞
简码：nxg	那些个
简码：nxl	纽西兰
简码：nxu	脑血栓
简码：nxz	那小子
简码：nyd	哪一点
简码：nyf	年夜饭
简码：nyg	哪一个
简码：nyk	哪一款
简码：nyr	年月日
简码：nyv	哪一种
简码：nyw	哪一位
简码：nzl	拿走了
简码：nzh	男子汉
简码：nzj	娘子军
简码：nzk	牛仔裤
简码：nzw	农作物
简码：ned	男儿当自强
简码：nex	男儿膝下有黄金
简码：ngt	哪管他人瓦上霜
简码：nhb	那还不错
简码：nlk	哪凉快哪呆着去
简码：nrp	男人婆
简码：nxn	那些年
简码：nyh	哪一回
简码：nzb	脑子不好使
简码：ogt	欧共体
简码：opk	欧佩克
简码：orx	偶然性
简码：pbg	皮包骨
简码：pbl	跑不了
简码：pbp	怕不怕
简码：pdb	跑单帮
简码：pfb	皮肤病
简码：pfm	平方米
简码：pgz	泡个澡
简码：phb	排行榜
简码：phh	胖乎乎
简码：phx	破坏性
简码：pix	平常心
简码：pjl	破纪录
简码：plh	漂亮话
简码：plm	拼了命
简码：plp	拍了拍
简码：plt	跑龙套
简码：plu	泼冷水
简码：pmk	贫民窟
简码：pmt	平面图
简码：ppp	啪啪啪
简码：ppr	飘飘然
简码：pql	爬起来
简码：pqu	喷气式
简码：pqx	迫切性
简码：prl	平日里
简码：pru	譬如说
简码：psl	蒲松龄
简码：ptg	葡萄干
简码：pth	普通话
简码：ptj	葡萄酒
简码：ptl	泡汤了
简码：ptr	普通人
简码：ptt	葡萄糖
简码：ptu	普陀山
简码：ptx	排他性
简码：pty	葡萄牙
简码：pux	普适性
简码：pvh	破折号
简码：pvp	怕只怕
简码：pvy	偏重于
简码：pwx	抛物线
简码：pxb	培训班
简码：pxf	培训费
简码：pxp	拍胸脯
简码：pxx	平行线
简码：pxy	偏向于
简码：pyh	鄱阳湖
简码：pyp	拼一拼
简码：pyq	朋友圈
简码：pxh	偏向虎山行
简码：pxr	皮笑肉不笑
简码：pym	便宜没好货
简码：pyw	便宜无好货
简码：qa	亲爱的
简码：qad	亲爱的
简码：qbg	气不过
简码：qbl	去不了
简码：qbt	丘比特
简码：qbv	却不知
简码：qdf	清道夫
简码：qdh	千岛湖
简码：qdl	取得了
简码：qdi	气垫船
简码：qdq	瞧得起
简码：qdv	期待着
简码：qdx	确定性
简码：qfb	全封闭
简码：qfh	千分号
简码：qfq	潜伏期
简码：qfv	千分之
简码：qfw	全方位
简码：qfx	启发性
简码：qgd	穷光蛋
简码：qgg	气鼓鼓
简码：qgj	缺根筋
简码：qgl	奇怪了
简码：qgq	曲棍球
